"id","user","message","date",
"2977","jon","Invigilator jon  signed in","2013-12-05 15:01:45",
"2978","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-05 15:01:45",
"2979","jon","Invigilator jon  signed in","2013-12-05 15:04:15",
"2980","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-05 15:04:15",
"2981","jon","jon logged out","2013-12-05 15:11:06",
"2982","jon","Invigilator jon  signed in","2013-12-05 15:11:12",
"2983","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-05 15:11:12",
"2984","jon","jon logged out","2013-12-05 15:35:23",
"2985","jon","Invigilator jon  signed in","2013-12-05 15:35:29",
"2986","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-05 15:35:29",
"2987","jon","jon logged out","2013-12-05 15:47:28",
"2988","jon","Invigilator jon  signed in","2013-12-05 15:47:33",
"2989","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-05 15:47:33",
"2990","jon","Invigilator jon  signed in","2013-12-05 15:48:46",
"2991","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-05 15:48:46",
"2992","jon","jon logged out","2013-12-05 15:52:31",
"2993","jon","Invigilator jon  signed in","2013-12-05 15:52:44",
"2994","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-05 15:52:44",
"2995","jon","jon logged out","2013-12-05 15:52:49",
"2996","jon","Invigilator jon  signed in","2013-12-05 15:52:59",
"2997","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-05 15:52:59",
"2998","jon","jon logged out","2013-12-05 15:55:41",
"2999","jon","Invigilator jon  signed in","2013-12-05 15:59:19",
"3000","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-05 15:59:19",
"3001","jon","jon logged out","2013-12-05 16:00:17",
"3002","jon","Invigilator jon  signed in","2013-12-05 16:01:36",
"3003","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-05 16:01:36",
"3004","jon","jon logged out","2013-12-05 16:02:15",
"3005","jon","Invigilator jon  signed in","2013-12-07 09:53:53",
"3006","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 09:53:53",
"3007","jon","jon logged out","2013-12-07 09:54:10",
"3008","Admin01","Administrator  Admin01 signed in","2013-12-07 09:54:28",
"3009","Admin01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 09:54:28",
"3010","Admin01","Examinee tom doe edited by Admin01","2013-12-07 09:55:07",
"3011","Admin01","Examinee jon doe edited by Admin01","2013-12-07 09:56:08",
"3012","Admin01","Examinee jon doe edited by Admin01","2013-12-07 09:56:26",
"3013","Admin01","Admin01 logged out","2013-12-07 09:56:38",
"3014","jon","Invigilator jon  signed in","2013-12-07 09:56:44",
"3015","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 09:56:44",
"3016","0"," logged out","2013-12-07 10:12:29",
"3017","jon","Invigilator jon  signed in","2013-12-07 10:18:21",
"3018","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 10:18:21",
"3019","jon","Invigilator jon  signed in","2013-12-07 11:10:22",
"3020","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 11:10:22",
"3021","0"," logged out","2013-12-07 11:12:15",
"3022","jon","Invigilator jon  signed in","2013-12-07 11:12:27",
"3023","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 11:12:27",
"3024","0"," logged out","2013-12-07 11:14:45",
"3025","jon","Invigilator jon  signed in","2013-12-07 11:14:53",
"3026","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 11:14:53",
"3027","0"," logged out","2013-12-07 11:16:05",
"3028","jon","Invigilator jon  signed in","2013-12-07 11:16:10",
"3029","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 11:16:10",
"3030","0"," logged out","2013-12-07 11:16:46",
"3031","jon","Invigilator jon  signed in","2013-12-07 11:16:51",
"3032","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 11:16:51",
"3033","0"," logged out","2013-12-07 11:17:02",
"3034","jon","Invigilator jon  signed in","2013-12-07 11:18:13",
"3035","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 11:18:13",
"3036","0"," logged out","2013-12-07 11:21:04",
"3037","jon","Invigilator jon  signed in","2013-12-07 11:21:09",
"3038","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 11:21:09",
"3039","0"," logged out","2013-12-07 11:22:31",
"3040","jon","Invigilator jon  signed in","2013-12-07 11:22:36",
"3041","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 11:22:36",
"3042","0"," logged out","2013-12-07 11:24:14",
"3043","jon","Invigilator jon  signed in","2013-12-07 11:24:20",
"3044","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 11:24:20",
"3045","0"," logged out","2013-12-07 11:24:58",
"3046","jon","Invigilator jon  signed in","2013-12-07 11:25:03",
"3047","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 11:25:03",
"3048","0"," logged out","2013-12-07 11:26:07",
"3049","jon","Invigilator jon  signed in","2013-12-07 11:26:12",
"3050","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 11:26:12",
"3051","0"," logged out","2013-12-07 11:27:14",
"3052","jon","Invigilator jon  signed in","2013-12-07 11:27:20",
"3053","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 11:27:20",
"3054","jon","Invigilator jon  signed in","2013-12-07 11:28:11",
"3055","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 11:28:11",
"3056","0"," logged out","2013-12-07 11:29:12",
"3057","jon","Invigilator jon  signed in","2013-12-07 11:29:17",
"3058","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 11:29:17",
"3059","0"," logged out","2013-12-07 11:29:53",
"3060","jon","Invigilator jon  signed in","2013-12-07 11:29:59",
"3061","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 11:29:59",
"3062","jon","Invigilator jon  signed in","2013-12-07 11:30:22",
"3063","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 11:30:22",
"3064","0"," logged out","2013-12-07 11:31:09",
"3065","jon","Invigilator jon  signed in","2013-12-07 11:31:15",
"3066","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 11:31:15",
"3067","jon","Invigilator jon  signed in","2013-12-07 11:32:34",
"3068","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 11:32:34",
"3069","jon","Invigilator jon  signed in","2013-12-07 11:34:16",
"3070","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 11:34:16",
"3071","jon","jon logged out","2013-12-07 11:42:19",
"3072","jon","Invigilator jon  signed in","2013-12-07 11:42:24",
"3073","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 11:42:24",
"3074","jon","Invigilator jon  signed in","2013-12-07 20:23:33",
"3075","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 20:23:33",
"3076","jon","Invigilator jon  signed in","2013-12-07 20:29:43",
"3077","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 20:29:43",
"3078","jon","jon logged out","2013-12-07 20:45:17",
"3079","jon","Invigilator jon  signed in","2013-12-07 20:45:23",
"3080","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 20:45:23",
"3081","1840","exam started for tom doe","2013-12-07 20:45:39",
"3082","jon","Invigilator jon  signed in","2013-12-07 20:46:15",
"3083","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 20:46:15",
"3084","1840","exam started for tom doe","2013-12-07 20:46:29",
"3085","jon","Invigilator jon  signed in","2013-12-07 21:00:34",
"3086","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 21:00:34",
"3087","1840","exam started for tom doe","2013-12-07 21:00:50",
"3088","jon","Invigilator jon  signed in","2013-12-07 21:16:01",
"3089","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 21:16:01",
"3090","0"," logged out","2013-12-07 21:21:35",
"3091","jon","Invigilator jon  signed in","2013-12-07 21:21:42",
"3092","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 21:21:42",
"3093","jon","jon logged out","2013-12-07 21:22:08",
"3094","Admin01","Administrator  Admin01 signed in","2013-12-07 21:22:16",
"3095","Admin01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 21:22:16",
"3096","Admin01","Admin01 logged out","2013-12-07 21:36:11",
"3097","jon","Invigilator jon  signed in","2013-12-07 21:36:18",
"3098","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 21:36:18",
"3099","1840","exam started for tom doe","2013-12-07 21:37:45",
"3100","0"," logged out","2013-12-07 21:37:45",
"3101","jon","Invigilator jon  signed in","2013-12-07 21:37:51",
"3102","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 21:37:51",
"3103","1840","exam started for tom doe","2013-12-07 21:38:04",
"3104","0"," logged out","2013-12-07 21:38:05",
"3105","jon","Invigilator jon  signed in","2013-12-07 21:41:36",
"3106","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 21:41:36",
"3107","1840","exam started for tom doe","2013-12-07 21:48:38",
"3108","0"," logged out","2013-12-07 21:48:38",
"3109","jon","Invigilator jon  signed in","2013-12-07 21:48:55",
"3110","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 21:48:55",
"3111","1840","exam started for tom doe","2013-12-07 21:49:18",
"3112","0"," logged out","2013-12-07 21:49:18",
"3113","1840","exam started for tom doe","2013-12-07 21:58:35",
"3114","Admin01","Administrator  Admin01 signed in","2013-12-07 21:59:00",
"3115","Admin01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 21:59:00",
"3116","Admin01","Examinee tom doe edited by Admin01","2013-12-07 21:59:26",
"3117","jon","Invigilator jon  signed in","2013-12-07 22:07:37",
"3118","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 22:07:37",
"3119","jon","jon logged out","2013-12-07 22:07:50",
"3120","Admin01","Administrator  Admin01 signed in","2013-12-07 22:08:01",
"3121","Admin01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 22:08:01",
"3122","Admin01","Admin01 logged out","2013-12-07 22:09:37",
"3123","jon","Invigilator jon  signed in","2013-12-07 22:09:43",
"3124","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 22:09:43",
"3125","jon","jon logged out","2013-12-07 22:10:35",
"3126","Admin01","Administrator  Admin01 signed in","2013-12-07 22:10:43",
"3127","Admin01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-07 22:10:43",
"3128","Admin01","Administrator  Admin01 signed in","2013-12-09 09:49:02",
"3129","Admin01","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MDDSJS; rv:11.0) like Gecko","2013-12-09 09:49:02",
"3130","Admin01","Administrator  Admin01 signed in","2013-12-09 09:51:55",
"3131","Admin01","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MDDSJS; rv:11.0) like Gecko","2013-12-09 09:51:55",
"3132","jon","Invigilator jon  signed in","2013-12-09 10:06:58",
"3133","jon","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MDDSJS; rv:11.0) like Gecko","2013-12-09 10:06:58",
"3134","1841","exam sequence built for jon doe","2013-12-09 10:07:58",
"3135","1841","exam started for jon doe","2013-12-09 10:08:02",
"3136","0","Examinee jon doe exam complete email sent by ","2013-12-09 10:08:06",
"3137","Admin01","Administrator  Admin01 signed in","2013-12-09 20:41:12",
"3138","Admin01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-09 20:41:12",
"3139","Admin01","Examinee don doe edited by Admin01","2013-12-09 20:41:50",
"3140","Admin01","Examinee don doe edited by Admin01","2013-12-09 20:42:05",
"3141","Admin01","Examinee don doe edited by Admin01","2013-12-09 20:42:41",
"3142","Admin01","Examinee don doe edited by Admin01","2013-12-09 20:43:09",
"3143","Admin01","Admin01 logged out","2013-12-09 20:43:26",
"3144","jon","Invigilator jon  signed in","2013-12-09 20:43:32",
"3145","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-09 20:43:32",
"3146","1842","exam sequence built for don doe","2013-12-09 20:43:46",
"3147","jon","Invigilator jon  signed in","2013-12-09 20:54:33",
"3148","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-09 20:54:33",
"3149","jon","Invigilator jon  signed in","2013-12-09 20:55:17",
"3150","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-09 20:55:17",
"3151","jon","Invigilator jon  signed in","2013-12-09 20:57:19",
"3152","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-09 20:57:19",
"3153","jon","jon logged out","2013-12-09 21:05:36",
"3154","0"," logged out","2013-12-09 21:05:47",
"3155","jon","Invigilator jon  signed in","2013-12-09 21:05:55",
"3156","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-09 21:05:55",
"3157","jon","jon logged out","2013-12-09 21:06:00",
"3158","0"," logged out","2013-12-09 21:11:12",
"3159","jon","Invigilator jon  signed in","2013-12-09 21:11:18",
"3160","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-09 21:11:18",
"3161","jon","jon logged out","2013-12-09 21:11:27",
"3162","0"," logged out","2013-12-09 21:14:36",
"3163","jon","Invigilator jon  signed in","2013-12-09 21:14:42",
"3164","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-09 21:14:42",
"3165","jon","jon logged out","2013-12-09 21:14:52",
"3166","0"," logged out","2013-12-09 21:16:24",
"3167","jon","Invigilator jon  signed in","2013-12-09 21:16:31",
"3168","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-09 21:16:31",
"3169","jon","Invigilator jon  signed in","2013-12-09 21:16:57",
"3170","jon","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-09 21:16:57",
"3171","1842","exam started for don doe","2013-12-09 21:17:19",
"3172","0","Examinee don doe exam complete email sent by ","2013-12-10 04:57:37",
"3173","0","Examinee don doe exam complete email sent by ","2013-12-10 04:57:38",
"3174","0","Examinee don doe exam complete email sent by ","2013-12-10 04:57:38",
"3175","0","Examinee don doe exam complete email sent by ","2013-12-10 04:57:42",
"3176","0","Examinee don doe exam complete email sent by ","2013-12-10 04:57:52",
"3177","0","Examinee don doe exam complete email sent by ","2013-12-10 04:58:02",
"3178","0","Examinee don doe exam complete email sent by ","2013-12-10 04:58:12",
"3179","0","Examinee don doe exam complete email sent by ","2013-12-10 04:58:22",
"3180","0","Examinee don doe exam complete email sent by ","2013-12-10 04:58:32",
"3181","0","Examinee don doe exam complete email sent by ","2013-12-10 04:58:42",
"3182","Admin01","Administrator  Admin01 signed in","2013-12-10 09:31:43",
"3183","Admin01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-10 09:31:43",
"3184","Admin01","Examinee Test1 Test edited by Admin01","2013-12-10 09:33:24",
"3185","Admin01","Admin01 logged out","2013-12-10 09:34:05",
"3186","Admin01","Administrator  Admin01 signed in","2013-12-10 09:45:01",
"3187","Admin01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-10 09:45:01",
"3188","Admin01","Invigilator Joshua Hall edited byAdmin01","2013-12-10 09:45:35",
"3189","Admin01","Admin01 logged out","2013-12-10 09:45:37",
"3190","Joshua","Invigilator Joshua  signed in","2013-12-10 09:45:46",
"3191","Joshua","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-10 09:45:46",
"3192","1858","exam sequence built for Test1 Test","2013-12-10 09:46:10",
"3193","1858","exam started for Test1 Test","2013-12-10 09:46:13",
"3194","1858","exam started for Test1 Test","2013-12-10 09:58:27",
"3195","0"," logged out","2013-12-10 10:00:34",
"3196","joshua","Invigilator joshua  signed in","2013-12-10 10:00:45",
"3197","joshua","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0","2013-12-10 10:00:45",
"3198","1858","exam started for Test1 Test","2013-12-10 10:00:59",
"3199","Joshua","Invigilator Joshua  signed in","2013-12-10 10:01:24",
